Partida,Tiempo,Cantidad_palabras_a_adivinar,Nombre_del_evento,Nick,Genero,Edad,Estado,Palabra,Nivel
98,1624247976.9968822,8,intento,pepe,Hombre,22,error,HANEBADO!,2
98,1624247978.9061499,8,intento,pepe,Hombre,22,error,DEVIL SURVIVOR 2 THE ANIMATION,2
98,1624247982.1100512,8,intento,pepe,Hombre,22,error,Street Fighter II: The Animated Series,2
98,1624247984.7244523,8,intento,pepe,Hombre,22,error,Brave Witches,2
98,1624247987.0904717,8,intento,pepe,Hombre,22,ok,HANEBADO!,2
98,1624247988.1736574,8,intento,pepe,Hombre,22,error,Inuyasha the Movie 4: Fire On the Mystic Island,2
98,1624247990.417717,8,intento,pepe,Hombre,22,error,Brave Witches,2
98,1624247992.5984607,8,intento,pepe,Hombre,22,error,Street Fighter II: The Animated Series,2
98,1624247994.754178,8,intento,pepe,Hombre,22,ok,The Dragon Lives,2
98,1624247995.7958562,8,intento,pepe,Hombre,22,error,DEVIL SURVIVOR 2 THE ANIMATION,2
98,1624247998.2718003,8,intento,pepe,Hombre,22,error,GOD EATER,2
98,1624248000.3019845,8,intento,pepe,Hombre,22,ok,Inuyasha the Movie 4: Fire On the Mystic Island,2
98,1624248001.2813888,8,intento,pepe,Hombre,22,error,Brave Witches,2
98,1624248003.8357847,8,intento,pepe,Hombre,22,error,Street Fighter II: The Animated Series,2
98,1624248005.7614017,8,intento,pepe,Hombre,22,error,DEVIL SURVIVOR 2 THE ANIMATION,2
98,1624248008.3454797,8,intento,pepe,Hombre,22,error,DEVIL SURVIVOR 2 THE ANIMATION,2
98,1624248010.7180083,8,intento,pepe,Hombre,22,ok,Street Fighter II: The Animated Series,2
98,1624248012.0538795,8,intento,pepe,Hombre,22,error,GOD EATER,2
98,1624248014.1608074,8,intento,pepe,Hombre,22,error,GOD EATER,2
98,1624248016.6516173,8,intento,pepe,Hombre,22,ok,DEVIL SURVIVOR 2 THE ANIMATION,2
98,1624248017.7218318,8,intento,pepe,Hombre,22,error,Brave Witches,2
98,1624248020.6128058,8,intento,pepe,Hombre,22,ok,Brave Witches,2
98,1624248021.812927,8,intento,pepe,Hombre,22,ok,GOD EATER,2
98,1624248022.1165195,8,fin,pepe,Hombre,22,finalizada,,2
99,1624248044.8593411,10,inicio_partida,pepe,Hombre,22,,,3
99,1624248046.1385195,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248048.2334468,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
99,1624248050.2407322,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248052.1436985,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
99,1624248054.5202186,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248056.5720649,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248058.643643,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248060.8399377,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
99,1624248062.9008462,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248064.8088067,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248066.822349,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248068.788579,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
99,1624248070.9309788,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248073.5855947,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248075.5138912,10,intento,pepe,Hombre,22,ok,Slam Dunk (Dub),3
99,1624248076.4848237,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248078.322574,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248080.3012223,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248082.0962408,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
99,1624248085.098894,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
99,1624248087.3883512,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248089.643705,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
99,1624248092.0656736,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
99,1624248095.0663917,10,intento,pepe,Hombre,22,error,Senyu.,3
99,1624248097.2978864,10,intento,pepe,Hombre,22,ok,Senyu.,3
99,1624248098.3372664,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
99,1624248100.2347689,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248101.9896626,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
99,1624248103.9658835,10,intento,pepe,Hombre,22,ok,Bakemonogatari,3
99,1624248105.2871785,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
99,1624248107.035865,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248108.9083745,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248110.7262845,10,intento,pepe,Hombre,22,error,Outbreak Company,3
99,1624248112.482336,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
99,1624248114.392054,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
99,1624248116.2666059,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248118.4593174,10,intento,pepe,Hombre,22,ok,Future Card Buddyfight,3
99,1624248119.6951523,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
99,1624248121.7772715,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248123.5760095,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
99,1624248125.387954,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248127.2021923,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248129.3393495,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248131.511278,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248133.853691,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248135.901231,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248138.105909,10,intento,pepe,Hombre,22,ok,ACCA: 13-Territory Inspection Dept.,3
99,1624248138.9434211,10,intento,pepe,Hombre,22,error,Outbreak Company,3
99,1624248141.0211687,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248142.7901347,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248144.7203379,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
99,1624248146.3441355,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
99,1624248148.1697161,10,intento,pepe,Hombre,22,error,Outbreak Company,3
99,1624248150.0114665,10,intento,pepe,Hombre,22,ok,Nobunaga Concerto,3
99,1624248150.8214521,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
99,1624248152.8866334,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248155.0273075,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
99,1624248156.9837482,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
99,1624248159.5246282,10,intento,pepe,Hombre,22,ok,Street Fighter II The Animated Movie,3
99,1624248161.046489,10,intento,pepe,Hombre,22,error,Outbreak Company,3
99,1624248163.0673232,10,intento,pepe,Hombre,22,error,Outbreak Company,3
99,1624248165.0474293,10,fin,pepe,Hombre,22,timeout,,3
100,1624248167.9857976,10,inicio_partida,pepe,Hombre,22,,,3
100,1624248168.7905755,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
100,1624248172.1451278,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
100,1624248175.0453007,10,intento,pepe,Hombre,22,error,Outbreak Company,3
100,1624248177.1086106,10,intento,pepe,Hombre,22,error,Slam Dunk (Dub),3
100,1624248178.8859534,10,intento,pepe,Hombre,22,error,Outbreak Company,3
100,1624248180.7171223,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248182.5266318,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
100,1624248184.1661458,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
100,1624248186.043812,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
100,1624248187.8939202,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
100,1624248189.6650414,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248191.4116647,10,intento,pepe,Hombre,22,error,Bakemonogatari,3
100,1624248193.3061483,10,intento,pepe,Hombre,22,ok,Bakemonogatari,3
100,1624248194.2038388,10,intento,pepe,Hombre,22,error,Street Fighter II The Animated Movie,3
100,1624248195.9224675,10,intento,pepe,Hombre,22,ok,Street Fighter II The Animated Movie,3
100,1624248197.5942771,10,intento,pepe,Hombre,22,ok,Slam Dunk (Dub),3
100,1624248198.7604618,10,intento,pepe,Hombre,22,error,Senyu.,3
100,1624248201.1284182,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
100,1624248203.264953,10,intento,pepe,Hombre,22,error,Senyu.,3
100,1624248205.38497,10,intento,pepe,Hombre,22,ok,Senyu.,3
100,1624248206.399847,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
100,1624248208.3152907,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248210.3474047,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
100,1624248212.2608814,10,intento,pepe,Hombre,22,error,Outbreak Company,3
100,1624248214.6750348,10,intento,pepe,Hombre,22,error,Nobunaga Concerto,3
100,1624248216.807454,10,intento,pepe,Hombre,22,ok,Nobunaga Concerto,3
100,1624248217.626764,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248219.4334314,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
100,1624248221.2882364,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248223.3310986,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
100,1624248225.1517704,10,intento,pepe,Hombre,22,error,ACCA: 13-Territory Inspection Dept.,3
100,1624248227.0314763,10,intento,pepe,Hombre,22,ok,ACCA: 13-Territory Inspection Dept.,3
100,1624248227.859215,10,intento,pepe,Hombre,22,error,Kabaneri of the Iron Fortress,3
100,1624248229.602374,10,intento,pepe,Hombre,22,error,Dancouga: Super Beast Machine God,3
100,1624248231.7943692,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248233.7003927,10,intento,pepe,Hombre,22,ok,Dancouga: Super Beast Machine God,3
100,1624248234.9272008,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248237.2228935,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248239.2032022,10,intento,pepe,Hombre,22,ok,Kabaneri of the Iron Fortress,3
100,1624248240.3170679,10,intento,pepe,Hombre,22,error,Outbreak Company,3
100,1624248243.2766197,10,intento,pepe,Hombre,22,error,Future Card Buddyfight,3
100,1624248245.108278,10,intento,pepe,Hombre,22,ok,Outbreak Company,3
100,1624248246.031109,10,intento,pepe,Hombre,22,ok,Future Card Buddyfight,3
100,1624248246.334397,10,fin,pepe,Hombre,22,finalizada,,3
